CustomerID;Age;Gender;Income;CampaignChannel;CampaignType;AdSpend;ClickThroughRate;ConversionRate;WebsiteVisits;PagesPerVisit;TimeOnSite;SocialShares;EmailOpens;EmailClicks;PreviousPurchases;LoyaltyPoints;AdvertisingPlatform;AdvertisingTool;Conversion
13698;45;Male;116666,00;PPC;Retention;1527,93;0,04;0,16;49;9,21;13,75;94;14;7;0;3009;IsConfid;ToolConfid;1
13699;66;Female;135378,00;Email;Conversion;3109,30;0,28;0,10;26;7,15;4,30;56;7;7;6;2994;IsConfid;ToolConfid;1
13700;53;Female;77235,00;Social Media;Awareness;4889,17;0,28;0,09;35;1,92;6,21;45;10;3;3;1789;IsConfid;ToolConfid;1
13701;30;Male;26125,00;PPC;Retention;5436,15;0,01;0,14;34;4,76;9,53;2;2;3;6;2471;IsConfid;ToolConfid;1
13702;49;Female;127508,00;Referral;Retention;4348,46;0,27;0,12;15;6,93;14,59;62;12;4;0;1456;IsConfid;ToolConfid;1
13703;53;Male;141356,00;Email;Conversion;6664,59;0,28;0,18;28;7,35;6,18;43;5;2;9;1000;IsConfid;ToolConfid;1
13704;54;Male;147422,00;SEO;Consideration;4332,83;0,02;0,10;6;8,75;4,70;68;8;5;2;4954;IsConfid;ToolConfid;1
13705;43;Female;120651,00;SEO;Conversion;9468,66;0,10;0,12;6;6,74;6,12;97;19;8;2;107;IsConfid;ToolConfid;1
13706;39;Female;67511,00;Email;Awareness;2683,59;0,12;0,03;33;1,81;4,98;77;15;1;8;812;IsConfid;ToolConfid;0
13707;21;Female;122012,00;Email;Conversion;6310,98;0,11;0,17;47;2,28;1,73;54;11;2;5;4942;IsConfid;ToolConfid;1
13708;48;Female;49046,00;Referral;Conversion;6152,64;0,23;0,09;4;3,95;5,52;57;16;9;6;278;IsConfid;ToolConfid;1
13709;35;Female;108296,00;Referral;Retention;2887,59;0,11;0,15;7;3,65;8,99;61;1;0;7;2517;IsConfid;ToolConfid;1
13710;55;Female;142618,00;Social Media;Consideration;4175,71;0,29;0,09;7;2,99;3,15;6;0;5;4;3200;IsConfid;ToolConfid;0
13711;41;Male;30114,00;Social Media;Consideration;3718,19;0,30;0,01;42;6,56;12,59;78;15;2;3;2210;IsConfid;ToolConfid;1
13712;40;Male;20637,00;SEO;Consideration;1807,74;0,10;0,09;28;4,87;11,16;18;4;0;2;92;IsConfid;ToolConfid;1
13713;39;Male;58634,00;Email;Consideration;4825,22;0,16;0,04;9;7,16;8,60;18;16;6;5;21;IsConfid;ToolConfid;1
13714;19;Female;108713,00;SEO;Conversion;3927,96;0,17;0,09;0;4,48;11,19;80;16;5;9;3612;IsConfid;ToolConfid;1
13715;48;Male;55776,00;Referral;Retention;1865,34;0,18;0,07;37;3,47;5,09;47;7;9;6;1213;IsConfid;ToolConfid;1
13716;28;Male;43600,00;PPC;Retention;4553,81;0,12;0,05;27;5,95;3,40;76;14;9;1;2186;IsConfid;ToolConfid;1
13717;45;Male;101787,00;Referral;Consideration;4276,26;0,06;0,03;6;1,87;12,71;56;11;6;1;3187;IsConfid;ToolConfid;0
13718;63;Female;46809,00;PPC;Conversion;1400,52;0,03;0,15;16;9,90;12,37;20;16;6;9;596;IsConfid;ToolConfid;1
13719;49;Male;43756,00;Email;Consideration;1398,76;0,04;0,15;47;6,90;11,17;0;9;1;1;1652;IsConfid;ToolConfid;1
13720;22;Female;79469,00;Email;Consideration;6510,32;0,27;0,06;45;2,10;4,22;81;11;3;7;2924;IsConfid;ToolConfid;1
13721;55;Male;58368,00;Email;Retention;7095,15;0,09;0,10;23;6,60;5,48;23;19;4;0;2890;IsConfid;ToolConfid;1
13722;27;Male;97185,00;Social Media;Retention;9417,69;0,03;0,10;34;1,67;6,02;29;16;8;2;3925;IsConfid;ToolConfid;1
13723;57;Male;147169,00;Social Media;Consideration;961,35;0,19;0,08;8;5,56;3,17;61;19;7;6;562;IsConfid;ToolConfid;1
13724;63;Female;96902,00;PPC;Conversion;1266,83;0,03;0,06;41;3,62;11,52;70;11;7;0;234;IsConfid;ToolConfid;1
13725;41;Female;31880,00;SEO;Consideration;613,00;0,03;0,05;2;7,31;3,18;26;7;8;1;1928;IsConfid;ToolConfid;0
13726;52;Male;103319,00;SEO;Retention;5369,06;0,19;0,18;43;5,38;3,72;51;17;6;4;1027;IsConfid;ToolConfid;1
13727;61;Male;145214,00;PPC;Retention;6265,19;0,18;0,17;3;8,07;1,20;26;14;5;3;2778;IsConfid;ToolConfid;1
13728;65;Female;77155,00;Social Media;Conversion;4094,88;0,02;0,09;31;3,07;10,12;66;8;8;2;2997;IsConfid;ToolConfid;1
13729;40;Male;136193,00;Referral;Consideration;7999,23;0,14;0,15;43;6,91;13,97;79;13;4;7;1350;IsConfid;ToolConfid;1
13730;34;Male;107762,00;PPC;Consideration;6898,32;0,14;0,10;12;7,19;7,51;3;7;4;8;1245;IsConfid;ToolConfid;1
13731;18;Male;126745,00;SEO;Awareness;9859,82;0,17;0,03;23;5,30;13,52;44;13;2;1;1417;IsConfid;ToolConfid;1
13732;48;Male;85316,00;PPC;Consideration;1465,16;0,22;0,17;6;8,72;12,69;56;10;8;9;164;IsConfid;ToolConfid;1
13733;48;Male;90856,00;PPC;Conversion;677,33;0,09;0,05;18;2,32;12,02;0;12;1;5;992;IsConfid;ToolConfid;1
13734;59;Male;28727,00;Email;Retention;2820,56;0,14;0,14;26;7,83;2,93;96;6;9;8;3630;IsConfid;ToolConfid;1
13735;59;Male;97260,00;Social Media;Awareness;288,60;0,24;0,11;49;2,19;5,97;43;10;2;6;4630;IsConfid;ToolConfid;1
13736;51;Female;59211,00;Email;Conversion;9332,85;0,28;0,14;26;2,41;10,13;89;11;3;5;4330;IsConfid;ToolConfid;1
13737;26;Male;105469,00;Social Media;Conversion;3109,12;0,27;0,10;17;2,81;5,49;66;10;0;8;4504;IsConfid;ToolConfid;1
13738;39;Female;98930,00;PPC;Awareness;5569,06;0,15;0,14;29;6,95;10,81;3;5;1;6;1381;IsConfid;ToolConfid;1
13739;30;Male;125256,00;Social Media;Consideration;3248,89;0,16;0,02;27;6,75;4,67;32;8;4;1;1935;IsConfid;ToolConfid;1
13740;42;Female;61417,00;SEO;Awareness;2533,51;0,16;0,02;28;5,01;6,19;49;10;5;6;3532;IsConfid;ToolConfid;1
13741;65;Male;104658,00;Email;Conversion;1608,41;0,26;0,18;8;3,83;11,11;4;0;5;5;2594;IsConfid;ToolConfid;1
13742;35;Female;121673,00;PPC;Consideration;3271,62;0,25;0,15;38;6,51;2,21;92;18;2;2;4956;IsConfid;ToolConfid;1
13743;68;Male;82827,00;SEO;Retention;6192,65;0,10;0,17;38;2,30;11,91;51;15;3;9;1380;IsConfid;ToolConfid;1
13744;29;Female;51437,00;Social Media;Awareness;9719,05;0,06;0,10;20;6,66;10,83;10;16;8;0;3907;IsConfid;ToolConfid;1
13745;57;Male;40519,00;Social Media;Conversion;5625,11;0,12;0,10;44;1,11;7,02;2;19;0;0;1284;IsConfid;ToolConfid;1
13746;34;Male;27983,00;SEO;Consideration;5373,82;0,09;0,11;37;2,30;6,84;17;6;8;8;1325;IsConfid;ToolConfid;1
13747;32;Female;64656,00;Social Media;Conversion;449,10;0,29;0,06;6;7,37;13,65;29;0;7;8;656;IsConfid;ToolConfid;1
13748;59;Female;138099,00;Email;Consideration;8416,98;0,09;0,15;44;8,87;10,89;80;12;3;4;4862;IsConfid;ToolConfid;1
13749;32;Male;25635,00;Referral;Consideration;543,93;0,06;0,17;24;1,68;9,49;45;14;3;1;1269;IsConfid;ToolConfid;1
13750;32;Female;122373,00;Social Media;Awareness;9071,70;0,27;0,18;25;6,75;13,03;93;2;4;2;2289;IsConfid;ToolConfid;1
13751;56;Male;124555,00;PPC;Retention;5432,85;0,04;0,11;5;1,56;5,31;93;3;9;5;161;IsConfid;ToolConfid;0
13752;30;Male;129883,00;Social Media;Consideration;1767,82;0,09;0,09;48;8,91;4,66;96;2;1;7;3129;IsConfid;ToolConfid;0
13753;34;Female;137873,00;PPC;Conversion;4571,90;0,14;0,17;19;4,52;3,54;16;8;6;8;4711;IsConfid;ToolConfid;1
13754;49;Male;39622,00;Social Media;Consideration;9950,35;0,18;0,15;17;7,67;8,04;38;14;1;5;4947;IsConfid;ToolConfid;1
13755;26;Female;143140,00;Social Media;Retention;3120,32;0,11;0,17;19;2,55;14,83;79;5;6;4;3305;IsConfid;ToolConfid;1
13756;57;Male;124041,00;PPC;Conversion;2767,65;0,15;0,13;39;8,75;13,96;32;5;4;0;959;IsConfid;ToolConfid;1
13757;37;Female;94975,00;Email;Consideration;1268,26;0,07;0,18;17;4,86;7,10;65;7;6;6;3581;IsConfid;ToolConfid;1
13758;43;Female;113445,00;Referral;Consideration;6011,71;0,18;0,03;46;2,88;2,11;65;14;0;9;1076;IsConfid;ToolConfid;1
13759;44;Female;80666,00;Referral;Awareness;983,35;0,13;0,14;0;6,15;13,18;87;11;8;4;3470;IsConfid;ToolConfid;1
13760;38;Female;120877,00;Email;Retention;7683,48;0,26;0,03;32;3,59;13,88;4;12;3;0;3811;IsConfid;ToolConfid;1
13761;35;Male;76005,00;Social Media;Consideration;9200,31;0,13;0,15;38;3,58;2,98;35;19;9;4;817;IsConfid;ToolConfid;1
13762;30;Female;118429,00;Referral;Retention;9325,52;0,14;0,13;47;2,03;13,31;2;4;7;3;1499;IsConfid;ToolConfid;1
13763;33;Male;127725,00;Email;Consideration;1168,37;0,18;0,01;22;2,93;6,97;31;5;5;3;961;IsConfid;ToolConfid;0
13764;26;Female;31403,00;Email;Conversion;5626,80;0,05;0,12;13;8,18;0,67;13;6;3;7;4415;IsConfid;ToolConfid;1
13765;29;Female;80477,00;Referral;Retention;1061,39;0,06;0,04;27;5,71;14,18;37;4;9;1;405;IsConfid;ToolConfid;0
13766;61;Female;119610,00;PPC;Conversion;5762,96;0,24;0,04;20;4,19;1,12;4;4;7;8;2907;IsConfid;ToolConfid;1
13767;55;Female;120405,00;SEO;Retention;8168,31;0,09;0,04;43;9,36;1,00;45;9;8;2;2377;IsConfid;ToolConfid;1
13768;36;Male;132985,00;PPC;Conversion;5424,12;0,21;0,10;36;8,18;14,47;89;4;4;5;3761;IsConfid;ToolConfid;1
13769;24;Female;85035,00;Social Media;Consideration;8733,33;0,04;0,03;6;3,79;3,61;55;6;9;1;2354;IsConfid;ToolConfid;0
13770;52;Male;52903,00;PPC;Conversion;8036,58;0,25;0,03;11;2,00;8,56;80;13;7;8;1978;IsConfid;ToolConfid;1
13771;65;Female;112489,00;SEO;Conversion;2837,83;0,30;0,06;36;2,66;14,17;59;14;3;0;1191;IsConfid;ToolConfid;1
13772;35;Male;27311,00;SEO;Consideration;6338,01;0,12;0,01;38;7,08;14,13;82;18;9;7;1852;IsConfid;ToolConfid;1
13773;33;Female;70611,00;Email;Retention;173,38;0,16;0,06;27;6,07;3,02;74;9;3;9;2199;IsConfid;ToolConfid;1
13774;56;Male;117561,00;Social Media;Conversion;4020,81;0,14;0,13;6;9,83;7,95;6;9;8;2;1241;IsConfid;ToolConfid;1
13775;21;Female;40615,00;Email;Awareness;2455,81;0,27;0,12;44;1,12;0,60;12;19;6;5;930;IsConfid;ToolConfid;1
13776;42;Male;76808,00;PPC;Awareness;9377,45;0,01;0,19;16;8,89;1,81;24;13;4;2;2925;IsConfid;ToolConfid;1
13777;49;Female;53580,00;PPC;Conversion;4113,35;0,20;0,03;36;1,13;14,25;11;3;6;5;725;IsConfid;ToolConfid;1
13778;57;Male;77052,00;Referral;Conversion;6575,24;0,20;0,17;13;4,82;6,52;30;13;0;0;2472;IsConfid;ToolConfid;1
13779;30;Female;143731,00;Email;Conversion;7346,62;0,12;0,08;42;9,25;2,68;91;5;1;6;195;IsConfid;ToolConfid;1
13780;62;Male;111856,00;Email;Retention;7754,80;0,07;0,08;3;6,93;9,66;14;14;3;5;3155;IsConfid;ToolConfid;1
13781;34;Female;62898,00;Email;Consideration;7384,17;0,08;0,08;21;6,25;3,01;96;8;9;6;228;IsConfid;ToolConfid;1
13782;66;Male;43952,00;Email;Awareness;2962,73;0,24;0,03;48;3,82;14,71;10;0;1;4;258;IsConfid;ToolConfid;0
13783;54;Female;102790,00;SEO;Awareness;6892,07;0,03;0,10;16;9,70;10,23;31;17;5;7;3004;IsConfid;ToolConfid;1
13784;23;Male;35227,00;Referral;Retention;5535,19;0,17;0,16;34;2,51;5,85;79;14;1;8;114;IsConfid;ToolConfid;1
13785;36;Female;33760,00;Social Media;Conversion;6013,99;0,10;0,18;45;3,43;6,03;8;14;7;8;1795;IsConfid;ToolConfid;1
13786;30;Male;28826,00;Social Media;Conversion;108,06;0,09;0,19;31;5,08;13,80;51;5;6;5;971;IsConfid;ToolConfid;1
13787;43;Male;99475,00;Social Media;Consideration;2656,75;0,16;0,16;37;2,14;13,48;40;14;4;7;4473;IsConfid;ToolConfid;1
13788;31;Female;118972,00;SEO;Consideration;9313,77;0,27;0,13;30;4,81;14,27;11;6;9;6;1216;IsConfid;ToolConfid;1
13789;48;Male;103213,00;Referral;Awareness;2971,75;0,19;0,10;24;1,35;7,08;82;13;0;4;3671;IsConfid;ToolConfid;1
13790;21;Male;80432,00;Referral;Consideration;4436,35;0,24;0,18;9;9,32;12,84;77;9;7;6;3422;IsConfid;ToolConfid;1
13791;56;Female;93996,00;SEO;Awareness;1948,07;0,18;0,15;48;3,90;7,53;11;11;3;0;2899;IsConfid;ToolConfid;1
13792;25;Female;78204,00;Email;Retention;1472,17;0,21;0,04;1;6,70;9,68;63;4;3;4;439;IsConfid;ToolConfid;0
13793;42;Female;28673,00;PPC;Conversion;2165,82;0,14;0,14;26;8,83;7,86;87;5;3;3;4845;IsConfid;ToolConfid;1
13794;30;Male;113402,00;Email;Conversion;5581,11;0,28;0,09;11;8,36;9,32;72;3;0;4;1443;IsConfid;ToolConfid;1
13795;49;Male;56158,00;Social Media;Awareness;9198,38;0,16;0,12;15;8,86;7,89;84;13;9;6;1627;IsConfid;ToolConfid;1
13796;55;Female;94989,00;Email;Conversion;3329,37;0,17;0,18;15;7,48;2,75;11;9;9;9;2249;IsConfid;ToolConfid;1
13797;55;Male;35904,00;SEO;Retention;3301,74;0,16;0,13;2;2,74;2,07;36;6;1;4;3006;IsConfid;ToolConfid;0
13798;45;Female;145212,00;Social Media;Consideration;5684,99;0,10;0,19;24;4,30;14,15;4;8;6;1;2148;IsConfid;ToolConfid;1
13799;47;Male;35396,00;PPC;Retention;3631,75;0,08;0,17;17;5,61;7,89;8;15;0;4;2237;IsConfid;ToolConfid;1
13800;20;Female;142982,00;Social Media;Conversion;9113,12;0,03;0,03;38;4,03;14,16;56;13;4;1;1238;IsConfid;ToolConfid;1
13801;45;Female;113906,00;Email;Retention;3840,70;0,22;0,01;41;9,60;10,44;19;1;8;1;1857;IsConfid;ToolConfid;1
13802;20;Female;107469,00;Referral;Conversion;4955,38;0,09;0,08;39;8,26;1,79;69;9;7;7;797;IsConfid;ToolConfid;1
13803;62;Male;74039,00;Referral;Awareness;5380,55;0,12;0,17;31;8,19;3,42;12;9;7;1;1442;IsConfid;ToolConfid;1
13804;51;Female;115885,00;Referral;Consideration;7842,47;0,28;0,05;49;4,25;11,63;79;5;4;1;19;IsConfid;ToolConfid;1
13805;33;Male;24334,00;Social Media;Consideration;5682,67;0,17;0,14;48;7,79;3,08;83;2;3;0;865;IsConfid;ToolConfid;1
13806;39;Female;116996,00;Referral;Conversion;2467,64;0,04;0,10;2;6,53;0,61;4;1;9;2;2093;IsConfid;ToolConfid;1
13807;49;Female;47268,00;SEO;Conversion;1327,47;0,24;0,15;7;4,38;2,12;42;9;1;9;821;IsConfid;ToolConfid;1
13808;55;Male;84636,00;PPC;Consideration;9383,97;0,08;0,04;4;3,77;7,41;80;5;0;9;2672;IsConfid;ToolConfid;0
13809;25;Female;42068,00;Referral;Retention;8035,47;0,17;0,06;19;8,10;2,87;53;19;1;6;3287;IsConfid;ToolConfid;1
13810;25;Female;48247,00;SEO;Retention;327,36;0,16;0,06;43;6,37;1,15;61;1;6;0;1424;IsConfid;ToolConfid;1
13811;23;Male;85121,00;SEO;Retention;8233,14;0,08;0,11;24;1,33;11,28;9;3;5;0;4345;IsConfid;ToolConfid;1
13812;31;Female;143761,00;Social Media;Consideration;5946,92;0,04;0,07;5;1,20;14,60;29;0;6;6;2145;IsConfid;ToolConfid;1
13813;49;Male;108670,00;Social Media;Awareness;5237,05;0,07;0,16;27;8,58;14,69;6;11;9;2;1517;IsConfid;ToolConfid;1
13814;52;Male;36285,00;PPC;Conversion;221,07;0,04;0,08;22;1,81;13,55;56;9;2;5;2802;IsConfid;ToolConfid;1
13815;27;Female;120539,00;PPC;Conversion;7830,55;0,09;0,14;23;5,67;0,78;10;3;4;6;4179;IsConfid;ToolConfid;1
13816;20;Female;106903,00;Email;Consideration;2060,84;0,30;0,19;9;6,48;3,98;71;11;2;0;2276;IsConfid;ToolConfid;0
13817;29;Male;148255,00;PPC;Awareness;7307,01;0,13;0,13;9;9,24;2,50;50;9;8;3;2867;IsConfid;ToolConfid;1
13818;66;Female;44136,00;Social Media;Consideration;257,10;0,26;0,06;32;5,63;9,78;63;18;7;2;2565;IsConfid;ToolConfid;1
13819;48;Female;80378,00;SEO;Retention;7983,90;0,17;0,17;8;2,75;12,82;30;2;6;8;1287;IsConfid;ToolConfid;1
13820;46;Female;57787,00;Email;Retention;328,09;0,20;0,01;17;3,35;8,79;0;13;5;7;3290;IsConfid;ToolConfid;1
13821;22;Female;44425,00;PPC;Conversion;2435,34;0,06;0,06;2;1,44;5,53;88;14;3;6;2223;IsConfid;ToolConfid;1
13822;69;Male;115001,00;SEO;Conversion;2755,95;0,09;0,08;32;3,00;13,72;57;1;3;8;136;IsConfid;ToolConfid;1
13823;42;Female;38961,00;Social Media;Conversion;1659,34;0,16;0,05;9;8,34;7,83;91;15;1;8;2262;IsConfid;ToolConfid;1
13824;58;Female;53443,00;Referral;Conversion;4862,48;0,27;0,12;26;7,81;3,03;86;3;5;0;1365;IsConfid;ToolConfid;1
13825;48;Male;38823,00;Email;Retention;2908,51;0,02;0,12;34;1,74;8,23;50;4;5;9;4555;IsConfid;ToolConfid;1
13826;38;Female;95409,00;SEO;Retention;9933,55;0,16;0,09;17;5,32;0,76;92;13;9;6;3444;IsConfid;ToolConfid;1
13827;37;Male;91123,00;Social Media;Awareness;5841,69;0,02;0,07;6;3,72;1,06;21;3;1;6;3453;IsConfid;ToolConfid;0
13828;56;Male;124249,00;Social Media;Conversion;5708,13;0,14;0,09;6;6,85;9,60;73;13;6;8;224;IsConfid;ToolConfid;1
13829;39;Female;45852,00;Email;Consideration;2286,61;0,19;0,07;21;9,65;10,99;45;4;9;5;1012;IsConfid;ToolConfid;1
13830;21;Female;57535,00;Email;Awareness;4146,03;0,23;0,05;9;6,68;2,51;16;12;3;5;1718;IsConfid;ToolConfid;1
13831;30;Female;27004,00;PPC;Awareness;1327,38;0,05;0,08;26;7,71;8,23;12;19;5;2;3185;IsConfid;ToolConfid;1
13832;62;Female;126032,00;PPC;Retention;7649,04;0,06;0,12;44;4,58;11,70;79;18;5;0;1526;IsConfid;ToolConfid;1
13833;59;Female;47823,00;Email;Conversion;3378,48;0,15;0,13;3;1,29;13,29;75;5;6;5;3889;IsConfid;ToolConfid;1
13834;67;Female;124913,00;Email;Awareness;7544,46;0,30;0,07;11;4,76;7,37;78;8;2;0;1750;IsConfid;ToolConfid;1
13835;66;Female;74086,00;SEO;Conversion;3779,79;0,11;0,19;2;5,60;2,27;38;7;4;4;2125;IsConfid;ToolConfid;1
13836;37;Male;138336,00;PPC;Retention;9888,70;0,13;0,06;47;5,43;1,50;18;0;4;2;712;IsConfid;ToolConfid;1
13837;69;Male;27131,00;Social Media;Awareness;1794,10;0,14;0,15;42;3,10;12,92;84;6;3;9;4533;IsConfid;ToolConfid;1
13838;30;Male;103232,00;PPC;Awareness;115,09;0,03;0,03;2;5,27;1,63;60;11;9;8;4906;IsConfid;ToolConfid;0
13839;34;Female;45649,00;PPC;Consideration;5988,77;0,23;0,14;24;7,46;12,36;95;6;9;0;1783;IsConfid;ToolConfid;1
13840;53;Female;24099,00;Email;Retention;9534,24;0,08;0,10;25;3,80;6,83;4;16;9;2;893;IsConfid;ToolConfid;1
13841;50;Male;70806,00;Email;Consideration;6505,84;0,21;0,12;39;6,71;6,83;56;17;6;2;430;IsConfid;ToolConfid;1
13842;18;Male;51571,00;PPC;Retention;948,66;0,15;0,04;6;2,38;8,02;46;15;4;0;536;IsConfid;ToolConfid;0
13843;32;Male;50580,00;Referral;Consideration;5450,76;0,19;0,09;45;3,50;2,47;78;3;2;0;2200;IsConfid;ToolConfid;1
13844;30;Male;134163,00;Referral;Retention;9103,92;0,03;0,16;33;8,96;11,27;31;4;3;8;2462;IsConfid;ToolConfid;1
13845;34;Female;146627,00;PPC;Retention;164,41;0,27;0,16;9;6,64;4,85;0;8;1;0;3914;IsConfid;ToolConfid;0
13846;41;Female;114200,00;Referral;Awareness;1752,43;0,08;0,06;2;1,77;9,17;78;8;2;2;3873;IsConfid;ToolConfid;0
13847;25;Male;101118,00;PPC;Consideration;8164,16;0,20;0,08;27;3,38;0,58;34;11;4;2;2485;IsConfid;ToolConfid;1
13848;67;Female;46469,00;Email;Consideration;8949,68;0,24;0,01;10;9,95;4,58;83;1;0;9;1271;IsConfid;ToolConfid;0
13849;44;Female;85179,00;Email;Consideration;7100,89;0,17;0,03;31;3,43;1,09;30;2;3;7;107;IsConfid;ToolConfid;1
13850;62;Female;107938,00;Email;Awareness;9916,45;0,11;0,03;7;6,22;5,05;19;7;4;4;1324;IsConfid;ToolConfid;1
13851;40;Male;135973,00;Social Media;Conversion;993,14;0,29;0,07;19;5,95;2,33;46;8;4;3;2963;IsConfid;ToolConfid;1
13852;63;Female;44236,00;Email;Retention;5502,20;0,09;0,15;4;4,62;1,52;23;10;7;6;2503;IsConfid;ToolConfid;1
13853;25;Male;45110,00;Email;Consideration;6881,45;0,29;0,11;40;1,30;12,80;39;12;2;6;3376;IsConfid;ToolConfid;1
13854;25;Female;43430,00;PPC;Retention;7056,18;0,06;0,16;12;3,56;5,79;73;19;8;2;1527;IsConfid;ToolConfid;1
13855;43;Female;64407,00;Referral;Awareness;7955,50;0,12;0,15;10;9,58;12,47;77;17;3;2;4776;IsConfid;ToolConfid;1
13856;64;Female;57948,00;Referral;Retention;9184,50;0,05;0,12;33;1,17;13,44;98;13;9;3;2299;IsConfid;ToolConfid;1
13857;30;Male;103299,00;Email;Awareness;3680,25;0,01;0,10;43;7,44;7,84;63;10;4;1;3520;IsConfid;ToolConfid;1
13858;56;Male;134496,00;Email;Conversion;525,34;0,09;0,19;2;9,03;8,73;92;1;1;1;1915;IsConfid;ToolConfid;0
13859;54;Male;102565,00;Email;Consideration;3688,17;0,04;0,12;14;7,86;9,88;72;14;1;9;4536;IsConfid;ToolConfid;1
13860;66;Female;77367,00;PPC;Awareness;6748,99;0,30;0,10;32;3,91;9,85;9;1;8;6;64;IsConfid;ToolConfid;1
13861;45;Male;58180,00;PPC;Retention;2213,22;0,23;0,18;42;5,68;8,19;60;12;8;2;2593;IsConfid;ToolConfid;1
13862;42;Male;24652,00;PPC;Awareness;8118,73;0,01;0,02;9;8,81;9,12;1;10;1;4;3022;IsConfid;ToolConfid;1
13863;33;Female;92370,00;Referral;Awareness;2275,67;0,07;0,13;2;9,78;6,90;22;14;0;1;2364;IsConfid;ToolConfid;0
13864;19;Female;122755,00;Social Media;Conversion;199,63;0,20;0,03;45;1,87;13,78;81;5;0;0;3214;IsConfid;ToolConfid;0
13865;35;Female;108023,00;Referral;Consideration;5130,00;0,13;0,17;47;2,12;10,96;64;14;8;8;823;IsConfid;ToolConfid;1
13866;34;Male;147845,00;PPC;Awareness;7291,97;0,25;0,16;40;9,60;5,07;57;15;4;3;4099;IsConfid;ToolConfid;1
13867;47;Female;27084,00;SEO;Awareness;3561,59;0,16;0,11;13;8,85;5,36;10;0;2;8;1977;IsConfid;ToolConfid;1
13868;56;Male;65630,00;Social Media;Retention;7514,07;0,20;0,14;32;2,90;7,10;35;7;0;4;3864;IsConfid;ToolConfid;1
13869;30;Female;73276,00;Email;Awareness;4440,20;0,18;0,16;32;9,73;0,96;96;19;3;4;2004;IsConfid;ToolConfid;1
13870;49;Male;100228,00;Referral;Awareness;1799,97;0,20;0,10;35;2,88;14,88;62;7;2;2;3813;IsConfid;ToolConfid;1
13871;67;Female;135052,00;Social Media;Consideration;996,53;0,08;0,18;22;1,80;7,28;35;9;4;4;665;IsConfid;ToolConfid;1
13872;46;Female;22655,00;SEO;Consideration;7134,81;0,12;0,09;0;7,14;11,74;56;0;9;9;4397;IsConfid;ToolConfid;1
13873;63;Female;77752,00;Social Media;Retention;3918,58;0,02;0,18;26;5,86;2,79;87;10;7;5;4723;IsConfid;ToolConfid;1
13874;47;Female;125737,00;Referral;Awareness;9136,46;0,18;0,12;31;3,16;9,33;88;7;6;1;1420;IsConfid;ToolConfid;1
13875;35;Male;119618,00;PPC;Awareness;5448,53;0,14;0,09;20;9,35;6,03;22;14;4;4;1001;IsConfid;ToolConfid;1
13876;30;Male;67670,00;Email;Awareness;3549,48;0,23;0,01;43;4,64;13,40;53;18;9;6;4252;IsConfid;ToolConfid;1
13877;60;Female;25272,00;PPC;Conversion;3555,01;0,07;0,07;19;4,63;14,02;62;13;2;7;2415;IsConfid;ToolConfid;1
13878;38;Female;20218,00;PPC;Conversion;1401,23;0,14;0,17;26;6,69;9,56;85;3;4;3;991;IsConfid;ToolConfid;1
13879;47;Female;116428,00;Referral;Retention;5978,51;0,06;0,09;35;3,08;1,38;32;7;0;5;785;IsConfid;ToolConfid;1
13880;38;Female;57471,00;PPC;Conversion;5863,45;0,19;0,09;40;6,28;7,27;46;11;2;2;3217;IsConfid;ToolConfid;1
13881;65;Female;68762,00;PPC;Retention;8019,94;0,26;0,10;31;4,28;0,75;18;17;1;4;3734;IsConfid;ToolConfid;1
13882;34;Female;41515,00;Referral;Awareness;2091,85;0,23;0,06;38;7,26;8,01;33;8;0;5;1360;IsConfid;ToolConfid;1
13883;57;Male;54307,00;Referral;Conversion;2978,82;0,28;0,10;28;3,23;7,77;22;3;4;2;1694;IsConfid;ToolConfid;1
13884;36;Female;138121,00;SEO;Consideration;1062,66;0,29;0,08;45;2,67;6,55;89;5;0;8;2002;IsConfid;ToolConfid;1
13885;69;Male;98681,00;PPC;Conversion;3023,89;0,23;0,18;22;3,25;5,39;85;13;1;0;4258;IsConfid;ToolConfid;1
13886;32;Male;37986,00;Social Media;Awareness;4338,21;0,09;0,12;34;9,42;8,89;66;12;0;2;220;IsConfid;ToolConfid;1
13887;26;Female;104624,00;Email;Consideration;9643,88;0,07;0,17;14;8,64;3,06;3;7;9;7;3427;IsConfid;ToolConfid;1
13888;69;Female;90600,00;Email;Retention;6565,35;0,14;0,14;42;8,46;0,88;96;19;7;3;3401;IsConfid;ToolConfid;1
13889;27;Female;132092,00;Referral;Awareness;7850,45;0,30;0,05;9;8,03;11,91;74;6;7;4;2864;IsConfid;ToolConfid;1
13890;61;Female;138336,00;Referral;Consideration;3322,55;0,13;0,17;14;6,73;11,89;83;13;0;3;4081;IsConfid;ToolConfid;1
13891;48;Female;135793,00;SEO;Conversion;1530,68;0,07;0,03;24;1,89;8,90;95;7;6;1;919;IsConfid;ToolConfid;0
13892;40;Male;74888,00;PPC;Retention;2641,53;0,28;0,10;16;3,92;12,54;52;11;2;6;2046;IsConfid;ToolConfid;1
13893;69;Female;107732,00;Referral;Conversion;2639,03;0,12;0,06;30;6,06;7,94;14;19;2;1;1349;IsConfid;ToolConfid;1
